word	rtgs	tone	phonetics
สวนสนุก	suan-sa-nuk	sǔuan-sà-nùk	sǔan-sà-nùk
สวนสัตว์	suan-sat	sǔuan-sàt	sǔan-sàt
สวนสาธารณะ	suan-sa-tha-ra-na	sǔuan-sǎa-taa-rá-ná	sǔan-sǎ-tha-rá-ná
สวย	suai	sǔai	sǔai
สวยงาม	suai-ngam	sǔai-ngaam	sǔai-ngam
สวรรค์	sa-wan	sà-wǎn	sà-wǎn
สวัสดี	sa-wat-di	sà-wàt-dii	sà-wàt-di
สวัสดีตอนบ่าย	sa-wat-di ton-bai	sà-wàt-dii dtɔɔn-bàai	sà-wàt-di ton-bài
สวัสดีตอนเช้า	sa-wat-di ton-chao	sà-wàt-dii dtɔɔn-cháao	sà-wàt-di ton-cháo
สวัสดีตอนเย็น	sa-wat-di ton-yen	sà-wàt-dii dtɔɔn-yen	sà-wàt-di ton-yen
สวัสดีปีใหม่	sa-wat-di pi mai	sà-wàt-dii bpii mài	sà-wàt-dì pi mai
สวิตเซอร์แลนด์	sa-wit-soe-laen	sà-wít-səə-lɛɛn	sà-wít-soe-laen
สวิส	sa-wit	sà-wís	sà-wít
สว่าง	sa-wang	sà-wàang	sà-wàng
สสารมืด	sa-san-muet	sà-sǎan-mʉ̂ʉt	sà-sǎn-mûet
สหรัฐ	sa-ha-rat	sà-hà-rát	sà-hà-rát
สหรัฐอเมริกา	sa-ha-rat-a-me-ri-ka	sà-hà-rát-à-mee-rí-gaa	sà-hà-rát-à-me-rí-ka
สหรัฐฯ	sa-ha-rat	sà-hà-rát	sà-hà-rát
สหาย	sa-hai	sà-hǎai	sà-hǎi
สอง	song	sɔ̌ɔng	sǒng
สองต่อสอง	song-to-song	sɔ̌ɔng-dtɔ̀ɔ-sɔ̌ɔng	sǒng-tò-sǒng
สอดแนม	sot-naem	sɔ̀ɔt-nɛɛm	sòt-naem
สอน	son	sɔ̌ɔn	sǒn
สอบ	sop	sɔ̀ɔp	sòp
สอบตก	sop-tok	sɔ̀ɔp-dtòk	sòp-tòk
สอบสวน	sop-suan	sɔ̀ɔp-sǔuan	sòp-sǔan
สะกด	sa-kot	sà-gòt	sà-kòt
สะกดจิต	sa-kot-chit	sà-gòt-jìt	sà-kòt-chìt
สะดวก	sa-duak	sà-dùuak	sà-dùak
สะดือ	sa-due	sà-dʉʉ	sà-due
สะท้อน	sa-thon	sà-tɔ́ɔn	sà-thón
สะพาน	sa-phan	sà-paan	sà-phan
สะสม	sa-som	sà-sǒm	sà-sǒm
สะอาด	sa-at	sà-àat	sà-àt
สะอึก	sa-uek	sà-ʉ̀k	sà-ùek
สะอื้น	sa-uen	sà-ʉ̂ʉn	sà-ûen
สะโพก	sa-phok	sà-pôok	sà-phôk
สัก	sak	sàk	sàk
สักหน่อย	sak-noi	sàk-nɔ̀i	sàk-nòi
สังคม	sang-khom	sǎng-kom	sǎng-khom
สังหาร	sang-han	sǎng-hǎan	sǎng-hǎn
สังเกต	sang-ket	sǎng-gèet	sǎng-kèt
สัญชาตญาณ	san-chat-ta-yan	sǎn-châat-dtà-yaan	sǎn-chât-tà-yan
สัญญา	san-ya	sǎn-yaa	sǎn-ya
สัญญาณ	san-yan	sǎn-yaan	sǎn-yan
สัญลักษณ์	san-ya-lak	sǎn-yá-lák	sǎn-yá-lák
สัด	sat	sàt	sàt
สัตวแพทย์	sat-ta-wa-phaet	sàt-dtà-wá-pɛ̂ɛt	sàt-tà-wá-phâet
สัตว์	sat	sàt	sàt
สัตว์ประหลาด	sat-pra-lat	sàt-bprà-làat	sàt-prà-làt
สัตว์ป่า	sat-pa	sàt-bpàa	sàt-pà
สัตว์เลี้ยง	sat-liang	sàt-líiang	sàt-líang
สัตว์เลื้อยคลาน	sat-lueai-khlan	sàt-lʉ́ai-klaan	sàt-lúeai-khlan
สันติ	san-ti	sǎn-dtì	sǎn-tì
สันติภาพ	san-ti-phap	sǎn-dtì-pâap	sǎn-tì-phâp
สับ	sap	sàp	sàp
สับปะรด	sap-pa-rot	sàp-bpà-rót	sàp-pà-rót
สับสน	sap-son	sàp-sǒn	sàp-sǒn
สัปดาห์	sap-da	sàp-daa	sàp-da
สัมผัส	sam-phat	sǎm-pàt	sǎm-phàt
สัมภาระ	sam-pha-ra	sǎm-paa-rá	sǎm-pha-rá
สัมภาษณ์	sam-phat	sǎm-pâat	sǎm-phât
สั่ง	sang	sàng	sàng
สั่น	san	sàn	sàn
สั้น	san	sân	sân
สาขา	sa-kha	sǎa-kǎa	sǎ-khǎ
สาด	sat	sàat	sàt
สาธารณรัฐ	sa-tha-ra-na-rat	sǎa-taa-rá-ná-rát	sǎ-tha-rá-ná-rát
สาธุ	sa-thu	sǎa-tú	sǎ-thú
สาบาน	sa-ban	sǎa-baan	sǎ-ban
สาม	sam	sǎam	sǎm
สามสิบ	sam-sip	sǎam-sìp	sǎm-sìp
สามสิบห้า	sam-sip-ha	sǎam-sìp-hâa	sǎm-sìp-hâ
สามัญชน	sa-man-chon	sǎa-man-chon	sǎ-man-chon
สามัญสำนึก	sa-man-sam-nuek	sǎa-man-sǎm-nʉ́k	sǎ-man-sǎm-núek
สามารถ	sa-mat	sǎa-mâat	sǎ-mât
สามี	sa-mi	sǎa-mii	sǎ-mi
สามเหลี่ยม	sam-liam	sǎam-lìiam	sǎm-lìam
สาย	sai	sǎai	sǎi
สายการบิน	sai-kan-bin	sǎai-gaan-bin	sǎi-kan-bin
สายตา	sai-ta	sǎai-dtaa	sǎi-ta
สายฟ้า	sai-fa	sǎai-fáa	sǎi-fá
สายลับ	sai-lap	sǎai-láp	sǎi-láp
สายัณห์สวัสดิ์	sa-yan-sa-wat	sǎa-yan-sà-wàt	sǎ-yan-sà-wàt
สายไหม	sai-mai	sǎai-mǎi	sǎi-mǎi
สารภาพ	sa-ra-phap	sǎa-rá-pâap	sǎ-rá-phâp
สารวัตร	sa-ra-wat	sǎa-rá-wát	sǎ-rá-wát
สารวัตรทหาร	sa-ra-wat-tha-han	sǎa-rá-wát-tá-hǎan	sǎ-rá-wát-thá-hǎn
สารเลว	sa-ra-leo	sǎa-rá-leeo	sǎ-rá-leo
สาว	sao	sǎao	sǎo
สาวเสิร์ฟ	sao-soep	sǎao-sə̀əp	sǎo-sòep
สาวใช้	sao-chai	sǎao-chái	sǎo-chái
สาเก	sa-ke	sǎa-gee	sǎ-ke
สาเหตุ	sa-het	sǎa-hèet	sǎ-hèt
สำคัญ	sam-khan	sǎm-kan	sǎm-khan
สำนวน	sam-nuan	sǎm-nuuan	sǎm-nuan
สำนักข่าว	sam-nak-khao	sǎm-nák-kàao	sǎm-nák-khào
สำนักงาน	sam-nak-ngan	sǎm-nák-ngaan	sǎm-nák-ngan
สำนึกผิด	sam-nuek-phit	sǎm-nʉ́k-pìt	sǎm-núek-phìt
สำรอง	sam-rong	sǎm-rɔɔng	sǎm-rong
สำลัก	sam-lak	sǎm-lák	sǎm-lák
สำส่อน	sam-son	sǎm-sɔ̀n	sǎm-sòn
สำหรับ	sam-rap	sǎm-ràp	sǎm-ràp
สำเนา	sam-nao	sǎm-nao	sǎm-nao
สำเนียง	sam-niang	sǎm-niiang	sǎm-niang
สำเร็จ	sam-ret	sǎm-rèt	sǎm-rèt
สิ	si	sì	sì
สิงคโปร์	sing-kha-po	sǐng-ká-bpoo	sǐng-khá-po
สิงหา	sing-ha	sǐng-hǎa	sǐng-hǎ
สิงหาคม	sing-ha-khom	sǐng-hǎa-kom	sǐng-hǎ-khom
สิงห์	sing	sǐng	sǐng
สิงโต	sing-to	sǐng-dtoo	sǐng-to
สิทธิ	sit-thi	sìt-tí	sìt-thí
สิทธิมนุษยชน	sit-thi-ma-nut-sa-ya-chon	sìt-tí-má-nút-sà-yá-chon	sìt-thí-má-nút-sà-yá-chon
สินค้า	sin-kha	sǐn-káa	sǐn-khá
สินบน	sin-bon	sǐn-bon	sǐn-bon
สิบ	sip	sìp	sìp
สิบสอง	sip-song	sìp-sɔ̌ɔng	sìp-sǒng
สิบสาม	sip-sam	sìp-sǎam	sìp-sǎm
สิบสี่	sip-si	sìp-sìi	sìp-sì
สิบหก	sip-hok	sìp-hòk	sìp-hòk
สิบห้า	sip-ha	sìp-hâa	sìp-hâ
สิบเก้า	sip-kao	sìp-gâao	sìp-kâo
สิบเจ็ด	sip-chet	sìp-jèt	sìp-chèt
สิบเอก	sip-ek	sìp-èek	sìp-èk
สิบเอ็ด	sip-et	sìp-èt	sìp-èt
สิบแปด	sip-paet	sìp-bpɛ̀ɛt	sìp-pàet
สิ่ง	sing	sìng	sìng
สิ่งของ	sing-khong	sìng-kɔ̌ɔng	sìng-khǒng
สิ่งมีชีวิต	sing-mi-chi-wit	sìng-mii-chii-wít	sìng-mi-chi-wít
สิ่งแวดล้อม	sing-waet-lom	sìng-wɛ̂ɛt-lɔ́ɔm	sìng-wâet-lóm
สิ้นสุด	sin-sut	sîn-sùt	sîn-sùt
สิ้นหวัง	sin-wang	sîn-wǎng	sîn-wǎng
สี	si	sǐi	sǐ
สี่	si	sìi	sì
สี่สิบ	si-sip	sìi-sìp	sì-sìp
สึนามิ	sue-na-mi	sʉ̀-naa-mí	sùe-na-mí
สืบสวน	suep-suan	sʉ̀ʉp-sǔuan	sùep-sǔan
สื่อ	sue	sʉ̀ʉ	sùe
สื่อสาร	sue-san	sʉ̀ʉ-sǎan	sùe-sǎn
สุก	suk	sùk	sùk
สุกี้	su-ki	sù-gîi	sù-kî
สุขภาพ	suk-kha-phap	sùk-kà-pâap	sùk-khà-phâp
สุขสันต์	suk-san	sùk-sǎn	sùk-sǎn
สุขสันต์วันเกิด	suk-san wan-koet	sùk-sǎn wan-gə̀ət	sùk-sǎn wan-kòet
สุจริต	sut-cha-rit	sùt-jà-rìt	sùt-chà-rìt
สุด	sut	sùt	sùt
สุดท้าย	sut-thai	sùt-táai	sùt-thái
สุดยอด	sut-yot	sùt-yɔ̂ɔt	sùt-yôt
สุดสัปดาห์	sut-sap-da	sùt-sàp-daa	sùt-sàp-da
สุนัข	su-nak	sù-nák	sù-nák
สุภาพ	su-phap	sù-pâap	sù-phâp
สุภาพบุรุษ	su-phap-bu-rut	sù-pâap-bù-rùt	sù-phâp-bù-rùt
สุภาพสตรี	su-phap-sa-tri	sù-pâap-sà-dtrii	sù-phâp-sà-tri
สุมาตรา	su-mat-tra	sù-mâat-dtraa	sù-mât-tra
สุสาน	su-san	sù-sǎan	sù-sǎn
สู	su	sǔu	sǔ
สูง	sung	sǔung	sǔng
สูงสุด	sung-sut	sǔung-sùt	sǔng-sùt
สูญ	sun	sǔun	sǔn
สูญพันธุ์	sun-phan	sǔun-pan	sǔn-phan
สูญเสีย	sun-sia	sǔun-sǐia	sǔn-sǐa
สูด	sut	sùut	sùt
สูตร	sut	sùut	sùt
สูท	sut	sùut	sùt
สูบบุหรี่	sup-bu-ri	sùup-bù-rìi	sùp-bù-rì
สู่	su	sùu	sù
สู้	su	sûu	sû
สเก็ต	sa-ket	sà-gét	sà-két
สเต็ก	sa-tek	sà-dték	sà-ték
สเปน	sa-pen	sà-bpeen	sà-pen
สแกน	sa-kaen	sà-gɛɛn	sà-kaen
สแควร์	sa-khwae	sà-kwɛɛ	sà-khwae
สไตล์	sa-tai	sà-dtai	sà-tai
ส่ง	song	sòng	sòng
ส่วน	suan	sùuan	sùan
ส่วนตัว	suan-tua	sùuan-dtuua	sùan-tua
ส่วนบุคคล	suan-buk-khon	sùuan-bùk-kon	sùan-bùk-khon
ส่วนมาก	suan-mak	sùuan-mâak	sùan-mâk
ส่วนลด	suan-lot	sùuan-lót	sùan-lót
ส่วนสูง	suan-sung	sùuan-sǔung	sùan-sǔng
ส่วนแบ่ง	suan-baeng	sùuan-bɛ̀ng	sùan-bàeng
ส่อง	song	sɔ̀ng	sòng
ส้ม	som	sôm	sôm
หก	hok	hòk	hòk
หงุดหงิด	ngut-ngit	ngùt-ngìt	ngùt-ngìt
หญิง	ying	yǐng	yǐng
หญ้า	ya	yâa	yâ
หดหู่	hot-hu	hòt-hùu	hòt-hù
หน	hon	hǒn	hǒn
หนวกหู	nuak-hu	nùuak-hǔu	nùak-hǔ
หนวด	nuat	nùuat	nùat
หนอน	non	nɔ̌ɔn	nǒn
หนอนหนังสือ	non-nang-sue	nɔ̌ɔn-nǎng-sʉ̌ʉ	nǒn-nǎng-sǔe
หนัก	nak	nàk	nàk
หนัง	nang	nǎng	nǎng
หนังสือ	nang-sue	nǎng-sʉ̌ʉ	nǎng-sǔe
หนังสือการ์ตูน	nang-sue-ka-tun	nǎng-sʉ̌ʉ-gaa-dtuun	nǎng-sǔe-ka-tun
หนังสือพิมพ์	nang-sue-phim	nǎng-sʉ̌ʉ-pim	nǎng-sǔe-phim
หนา	na	nǎa	nǎ
หนาม	nam	nǎam	nǎm
หนาว	nao	nǎao	nǎo
หนี	ni	nǐi	nǐ
หนึ่ง	nueng	nʉ̀ng	nùeng
หนุ่ม	num	nùm	nùm
หนู	nu	nǔu	nǔ
หนูน้อยหมวกแดง	nu-noi-muak-daeng	nǔu-nɔ́ɔi-mùuak-dɛɛng	nǔ-nói-mùak-daeng
หน่วย	nuai	nùai	nùai
หน่วยงาน	nuai-ngan	nùai-ngaan	nùai-ngan
หน่อย	noi	nɔ̀i	nòi
หน้า	na	nâa	nâ
หน้ากาก	na-kak	nâa-gàak	nâ-kàk
หน้าซีด	na-sit	nâa-sîit	nâ-sît
หน้าตา	na-ta	nâa-dtaa	nâ-ta
หน้าต่าง	na-tang	nâa-dtàang	nâ-tàng
หน้าที่	na-thi	nâa-tîi	nâ-thî
หน้าผาก	na-phak	nâa-pàak	nâ-phàk
หน้าอก	na-ok	nâa-òk	nâ-òk
หมกมุ่น	mok-mun	mòk-mûn	mòk-mûn
หมด	mot	mòt	mòt
หมดหวัง	mot-wang	mòt-wǎng	mòt-wǎng
หมดเวลา	mot-we-la	mòt-wee-laa	mòt-we-la
หมวก	muak	mùuak	mùak
หมวด	muat	mùuat	mùat
หมอ	mo	mɔ̌ɔ	mǒ
หมอก	mok	mɔ̀ɔk	mòk
หมอน	mon	mɔ̌ɔn	mǒn
หมอบ	mop	mɔ̀ɔp	mòp
หมอผี	mo-phi	mɔ̌ɔ-pǐi	mǒ-phǐ
หมอฟัน	mo-fan	mɔ̌ɔ-fan	mǒ-fan
หมัด	mat	màt	màt
หมั้น	man	mân	mân
หมา	ma	mǎa	mǎ
หมากฝรั่ง	mak-fa-rang	màak-fà-ràng	màk-fà-ràng
หมากรุก	mak-ruk	màak-rúk	màk-rúk
หมาป่า	ma-pa	mǎa-bpàa	mǎ-pà
หมายค้น	mai-khon	mǎai-kón	mǎi-khón
หมายศาล	mai-san	mǎai-sǎan	mǎi-sǎn
หมายเลข	mai-lek	mǎai-lêek	mǎi-lêk
หมายเหตุ	mai-het	mǎai-hèet	mǎi-hèt
หมี	mi	mǐi	mǐ
หมื่น	muen	mʉ̀ʉn	mùen
หมุน	mun	mǔn	mǔn
หมู	mu	mǔu	mǔ
หมูป่า	mu-pa	mǔu-bpàa	mǔ-pà
หมู่	mu	mùu	mù
หมู่บ้าน	mu-ban	mùu-bâan	mù-bân
หมู่เกาะ	mu-ko	mùu-gɔ̀	mù-kò
หม่อมฉัน	mom-chan	mɔ̀m-chǎn	mòm-chǎn
หยด	yot	yòt	yòt
หยวน	yuan	yǔuan	yǔan
หยาบ	yap	yàap	yàp
หยาบคาย	yap-khai	yàap-kaai	yàp-khai
หยิบ	yip	yìp	yìp
หยิ่ง	ying	yìng	yìng
หยุด	yut	yùt	yùt
หยุดยิง	yut-ying	yùt-ying	yùt-ying
หย่า	ya	yàa	yà
หย่าร้าง	ya-rang	yàa-ráang	yà-ráng
หรอ	ro	rɔ̌ɔ	rǒ
หรอก	rok	rɔ̀k	ròk
หรือ	rue	rʉ̌ʉ	rǔe
หรือยัง	rue-yang	rʉ̌ʉ-yang	rǔe-yang
หรือเปล่า	rue-plao	rʉ̌ʉ-bplàao	rǔe-plào
หรูหรา	ru-ra	rǔu-rǎa	rǔ-rǎ
หลง	long	lǒng	lǒng
หลงตัวเอง	long-tua-eng	lǒng-dtuua-eeng	lǒng-tua-eng
หลงทาง	long-thang	lǒng-taang	lǒng-thang
หลงรัก	long-rak	lǒng-rák	lǒng-rák
หลบ	lop	lòp	lòp
หลบหนี	lop-ni	lòp-nǐi	lòp-nǐ
หลวง	luang	lǔuang	lǔang
หลวงพ่อ	luang-pho	lǔuang-pɔ̂ɔ	lǔang-phô
หลวม	luam	lǔuam	lǔam
หลอก	lok	lɔ̀ɔk	lòk
หลอกลวง	lok-luang	lɔ̀ɔk-luuang	lòk-luang
หลอดไฟ	lot-fai	lɔ̀ɔt-fai	lòt-fai
หลัก	lak	làk	làk
หลักฐาน	lak-than	làk-tǎan	làk-thǎn
หลัง	lang	lǎng	lǎng
หลังคา	lang-kha	lǎng-kaa	lǎng-kha
หลังจาก	lang-chak	lǎng-jàak	lǎng-chàk
หลับ	lap	làp	làp
หลับให้สบาย	lap-hai-sa-bai	làp-hâi-sà-baai	làp-hâi-sà-bai
หลา	la	lǎa	lǎ
หลาน	lan	lǎan	lǎn
หลานชาย	lan-chai	lǎan-chaai	lǎn-chai
หลาย	lai	lǎai	lǎi
หลีก	lik	lìik	lìk
หลีกเลี่ยง	lik-liang	lìik-lîiang	lìk-lîang
หลุม	lum	lǔm	lǔm
หลุมดำ	lum-dam	lǔm-dam	lǔm-dam
หลุมพราง	lum-phrang	lǔm-praang	lǔm-phrang
หลุมศพ	lum-sop	lǔm-sòp	lǔm-sòp
หล่น	lon	lòn	lòn
หล่อ	lo	lɔ̀ɔ	lò
หล่อน	lon	lɔ̀n	lòn
หวัง	wang	wǎng	wǎng
หวังว่า	wang-wa	wǎng-wâa	wǎng-wâ
หวัด	wat	wàt	wàt
หวัดดี	wat-di	wàt-dii	wàt-di
หวาดกลัว	wat-klua	wàat-gluua	wàt-klua
หวาน	wan	wǎan	wǎn
หวานใจ	wan-chai	wǎan-jai	wǎn-chai
หวี	wi	wǐi	wǐ
หอ	ho	hɔ̌ɔ	hǒ
หอก	hok	hɔ̀ɔk	hòk
หอคอย	ho-khoi	hɔ̌ɔ-kɔɔi	hǒ-khoi
หอบ	hop	hɔ̀ɔp	hòp
หอพัก	ho-phak	hɔ̌ɔ-pák	hǒ-phák
หอม	hom	hɔ̌ɔm	hǒm
หอย	hoi	hɔ̌i	hǒi
หอยนางรม	hoi-nang-rom	hɔ̌i-naang-rom	hǒi-nang-rom
หัก	hak	hàk	hàk
หักหลัง	hak-lang	hàk-lǎng	hàk-lǎng
หัว	hua	hǔua	hǔa
หัวข้อ	hua-kho	hǔua-kɔ̂ɔ	hǔa-khô
หัวนม	hua-nom	hǔua-nom	hǔa-nom
หัวหน้า	hua-na	hǔua-nâa	hǔa-nâ
หัวหน้าห้อง	hua-na-hong	hǔua-nâa-hɔ̂ng	hǔa-nâ-hông
หัวหอม	hua-hom	hǔua-hɔ̌ɔm	hǔa-hǒm
หัวเราะ	hua-ro	hǔua-rɔ́	hǔa-ró
หัวแข็ง	hua-khaeng	hǔua-kɛ̌ng	hǔa-khǎeng
หัวใจ	hua-chai	hǔua-jai	hǔa-chai
หา	ha	hǎa	hǎ
หาก	hak	hàak	hàk
หาง	hang	hǎang	hǎng
หาย	hai	hǎai	hǎi
หายนะ	ha-ya-na	hǎa-yá-ná	hǎ-yá-ná
หายใจ	hai-chai	hǎai-jai	hǎi-chai
หายใจออก	hai-chai-ok	hǎai-jai-ɔ̀ɔk	hǎi-chai-òk
หายใจเข้า	hai-chai-khao	hǎai-jai-kâo	hǎi-chai-khâo
หายไป	hai-pai	hǎai-bpai	hǎi-pai
หาเงิน	ha-ngoen	hǎa-ngən	hǎ-ngoen
หิน	hin	hǐn	hǐn
หิมะ	hi-ma	hì-má	hì-má
หิมะตก	hi-ma-tok	hì-má-dtòk	hì-má-tòk
หิว	hio	hǐu	hǐo
หิ่งห้อย	hing-hoi	hìng-hɔ̂i	hìng-hôi
หี	hi	hǐi	hǐ
หึ	hue	hʉ̀	hùe
หึ่ง	hueng	hʉ̀ng	hùeng
หุบ	hup	hùp	hùp
หุบปาก	hup-pak	hùp-bpàak	hùp-pàk
หุบเขา	hup-khao	hùp-kǎo	hùp-khǎo
หุ่น	hun	hùn	hùn
หุ่นยนต์	hun-yon	hùn-yon	hùn-yon
หุ่นไล่กา	hun-lai-ka	hùn-lâi-gaa	hùn-lâi-ka
หุ้น	hun	hûn	hûn
หุ้นส่วน	hun-suan	hûn-sùuan	hûn-sùan
หู	hu	hǔu	hǔ
หูหนวก	hu-nuak	hǔu-nùuak	hǔ-nùak
ห่วง	huang	hùuang	hùang
ห่วย	huai	hùai	hùai
ห่อ	ho	hɔ̀ɔ	hò
ห่า	ha	hàa	hà
ห่าง	hang	hàang	hàng
ห้อง	hong	hɔ̂ng	hông
ห้องครัว	hong-khrua	hɔ̂ng-kruua	hông-khrua
ห้องนอน	hong-non	hɔ̂ng-nɔɔn	hông-non
ห้องนั่งเล่น	hong-nang-len	hɔ̂ng-nâng-lên	hông-nâng-lên
ห้องน้ำ	hong-nam	hɔ̂ng-náam	hông-nám
ห้องประชุม	hong-pra-chum	hɔ̂ɔng-bprà-chum	hông-prà-chum
ห้องพัก	hong-phak	hɔ̂ng-pák	hông-phák
ห้องสมุด	hong-sa-mut	hɔ̂ng-sà-mùt	hông-sà-mùt
ห้องเรียน	hong-rian	hɔ̂ng-riian	hông-rian
ห้องใต้ดิน	hong-tai-din	hɔ̂ng-dtâi-din	hông-tâi-din
ห้องใต้หลังคา	hong-tai-lang-kha	hɔ̂ng-dtâi-lǎng-kaa	hông-tâi-lǎng-kha
ห้า	ha	hâa	hâ
ห้าง	hang	hâang	hâng
ห้างสรรพสินค้า	hang-sap-pha-sin-kha	hâang-sàp-pá-sǐn-káa	hâng-sàp-phá-sǐn-khá
ห้าม	ham	hâam	hâm
ห้ามสูบบุหรี่	ham sup-bu-ri	hâam sùup-bù-rìi	hâm sup-bù-rì
ห้ามเข้า	ham-khao	hâam-kâo	hâm-khâo
ห้าสิบ	ha-sip	hâa-sìp	hâ-sìp
อก	ok	òk	òk
องคชาติ	ong-kha-chat	ong-ká-châat	ong-khá-chât
องครักษ์	ong-kha-rak	ong-ká-rák	ong-khá-rák
องค์	ong	ong	ong
องค์กร	ong-kon	ong-gɔɔn	ong-kon
องศา	ong-sa	ong-sǎa	ong-sǎ
อด	ot	òt	òt
อดทน	ot-thon	òt-ton	òt-thon
อดอาหาร	ot-a-han	òt-aa-hǎan	òt-a-hǎn
อดีต	a-dit	à-dìit	à-dìt
อธิบาย	a-thi-bai	à-tí-baai	à-thí-bai
อธิษฐาน	a-thit-than	à-tít-tǎan	à-thít-thǎn
อนาคต	a-na-khot	à-naa-kót	à-na-khót
อนิจจา	a-nit-cha	à-nít-jaa	à-nít-cha
อนุญาต	a-nu-yat	à-nú-yâat	à-nú-yât
อนุมัติ	a-nu-mat	à-nú-mát	à-nú-mát
อบอุ่น	op-un	òp-ùn	òp-ùn
อพยพ	op-pha-yop	òp-pá-yóp	òp-phá-yóp
อพาร์ทเมนท์	a-phat-men	à-páat-mén	à-phát-mén
อมตะ	a-ma-ta	à-má-dtà	à-má-tà
อยาก	yak	yàak	yàk
อยากจะ	yak cha	yàak jà	yàk cha
อยากรู้อยากเห็น	yak-ru-yak-hen	yàak-rúu-yàak-hěn	yàk-rú-yàk-hěn
อยากได้	yak-dai	yàak-dâai	yàk-dâi
อยู่	yu	yùu	yù
อย่า	ya	yàa	yà
อย่าง	yang	yàang	yàng
อย่างนี้	yang ni	yàang níi	yàng ni
อย่างน้อย	yang noi	yàang nɔ́ɔi	yàng noi
อย่างเช่น	yang-chen	yàang-chêen	yàng-chên
อย่างไร	yang-rai	yàang-rai	yàng-rai
อรุณสวัสดิ์	a-run-sa-wat	à-run-sà-wàt	à-run-sà-wàt
อร่อย	a-roi	à-rɔ̀i	à-ròi
อวกาศ	a-wa-kat	à-wá-gàat	à-wá-kàt
อวสาน	a-wa-san	à-wá-sǎan	à-wá-sǎn
อสรพิษ	a-so-ra-phit	à-sɔ̌ɔ-rá-pít	à-sǒ-rá-phít
อสังหาริมทรัพย์	a-sang-ha-ri-ma-sap	à-sǎng-hǎa-rí-má-sáp	à-sǎng-hǎ-rí-má-sáp
อสูร	a-sun	à-sǔun	à-sǔn
ออ	o	ɔɔ	o
ออก	ok	ɔ̀ɔk	òk
ออกกำลัง	ok-kam-lang	ɔ̀ɔk-gam-lang	òk-kam-lang
ออกกำลังกาย	ok-kam-lang-kai	ɔ̀ɔk-gam-lang-gaai	òk-kam-lang-kai
ออกจาก	ok-chak	ɔ̀ɔk-jàak	òk-chàk
ออกซิเจน	ok-si-chen	ɔ́k-sí-jeen	ók-sí-chen
ออกอากาศ	ok-a-kat	ɔ̀ɔk-aa-gàat	òk-a-kàt
ออกเดินทาง	ok-doen-thang	ɔ̀ɔk-dəən-taang	òk-doen-thang
ออกเสียง	ok-siang	ɔ̀ɔk-sǐiang	òk-sǐang
ออกไป	ok-pai	ɔ̀ɔk-bpai	òk-pai
ออนซ์	on	ɔɔn	on
ออนไลน์	on-lai	ɔɔn-laai	on-lai
ออฟฟิศ	op-fit	ɔ́ɔp-fít	óp-fít
ออม	om	ɔɔm	om
ออเดอร์	o-doe	ɔɔ-də̂ə	o-dôe
อะ	a	à	à
อะตอม	a-tom	à-dtɔm	à-tom
อะลาดิน	a-la-din	à-laa-din	à-la-din
อะไร	a-rai	à-rai	à-rai
อักษร	ak-son	àk-sɔ̌ɔn	àk-sǒn
อังกฤษ	ang-krit	ang-grìt	ang-krìt
อังการา	ang-ka-ra	ang-gaa-râa	ang-ka-râ
อัจฉริยะ	at-cha-ri-ya	àt-chà-rí-yá	àt-chà-rí-yá
อัตโนมัติ	at-ta-no-mat	àt-dtà-noo-mát	àt-tà-no-mát
อัน	an	an	an
อันดับ	an-dap	an-dàp	an-dàp
อันตราย	an-ta-rai	an-dtà-raai	an-tà-rai
อันธพาล	an-tha-phan	an-tá-paan	an-thá-phan
อันนั้น	an-nan	an-nán	an-nán
อันนี้	an-ni	an-níi	an-ní
อับราฮัม	ap-ra-ham	àp-raa-ham	àp-ra-ham
อับอาย	ap-ai	àp-aai	àp-ai
อัปลักษณ์	ap-pa-lak	àp-bpà-lák	àp-pà-lák
อัยการ	ai-ya-kan	ai-yá-gaan	ai-yá-kan
อัลบั้ม	an-bam	al-bâm	an-bâm
อัศจรรย์	at-sa-chan	àt-sà-jan	àt-sà-chan
อัศวิน	at-sa-win	àt-sà-win	àt-sà-win
อา	a	aa	a
อาการ	a-kan	aa-gaan	a-kan
อากาศ	a-kat	aa-gàat	a-kàt
อากิตะ	a-ki-ta	aa-gì-dtà	a-kì-tà
อาคาร	a-khan	aa-kaan	a-khan
อาจ	at	àat	àt
อาจจะ	at-cha	àat-jà	àt-chà
อาจารย์	a-chan	aa-jaan	a-chan
อาจารย์ใหญ่	a-chan-yai	aa-jaan-yài	a-chan-yài
อาชญากร	at-ya-kon	àat-yaa-gɔɔn	àt-ya-kon
อาชญากรรม	at-ya-kam	àat-yaa-gam	àt-ya-kam
อาชีพ	a-chip	aa-chîip	a-chîp
อาณาจักร	a-na-chak	aa-naa-jàk	a-na-chàk
อาดัม	a-dam	aa-dam	a-dam
อาทิตย์	a-thit	aa-tít	a-thít
อาน	an	aan	an
อาบน้ำ	ap-nam	àap-náam	àp-nám
อาย	ai	aai	ai
อายุ	a-yu	aa-yú	a-yú
อารมณ์	a-rom	aa-rom	a-rom
อารมณ์ขัน	a-rom-khan	aa-rom-kǎn	a-rom-khǎn
อารี	a-ri	aa-rii	a-ri
อาร์	a	aa	a
อาวุธ	a-wut	aa-wút	a-wút
